name	set_code	set_name
Traitor's Roar	SHM	Shadowmoor
Tyrannize	SHM	Shadowmoor
Boartusk Liege	SHM	Shadowmoor
Boggart Ram-Gang	SHM	Shadowmoor
Deus of Calamity	SHM	Shadowmoor
Firespout	SHM	Shadowmoor
Fossil Find	SHM	Shadowmoor
Giantbaiting	SHM	Shadowmoor
Guttural Response	SHM	Shadowmoor
Impromptu Raid	SHM	Shadowmoor
Loamdragger Giant	SHM	Shadowmoor
Manamorphose	SHM	Shadowmoor
Morselhoarder	SHM	Shadowmoor
Mudbrawler Raiders	SHM	Shadowmoor
Rosheen Meanderer	SHM	Shadowmoor
Runes of the Deus	SHM	Shadowmoor
Scuzzback Marauders	SHM	Shadowmoor
Scuzzback Scrapper	SHM	Shadowmoor
Tattermunge Duo	SHM	Shadowmoor
Tattermunge Maniac	SHM	Shadowmoor
Tattermunge Witch	SHM	Shadowmoor
Valleymaker	SHM	Shadowmoor
Vexing Shusher	SHM	Shadowmoor
Wort, the Raidmother	SHM	Shadowmoor
Barkshell Blessing	SHM	Shadowmoor
Dawnglow Infusion	SHM	Shadowmoor
Elvish Hexhunter	SHM	Shadowmoor
Fracturing Gust	SHM	Shadowmoor
Heartmender	SHM	Shadowmoor
Kitchen Finks	SHM	Shadowmoor
Medicine Runner	SHM	Shadowmoor
Mercy Killing	SHM	Shadowmoor
Old Ghastbark	SHM	Shadowmoor
Oracle of Nectars	SHM	Shadowmoor
Oversoul of Dusk	SHM	Shadowmoor
Raven's Run Dragoon	SHM	Shadowmoor
Reknit	SHM	Shadowmoor
Rhys the Redeemed	SHM	Shadowmoor
Safehold Duo	SHM	Shadowmoor
Safehold Elite	SHM	Shadowmoor
Safewright Quest	SHM	Shadowmoor
Seedcradle Witch	SHM	Shadowmoor
Shield of the Oversoul	SHM	Shadowmoor
Wheel of Sun and Moon	SHM	Shadowmoor
Wilt-Leaf Cavaliers	SHM	Shadowmoor
Wilt-Leaf Liege	SHM	Shadowmoor
Blazethorn Scarecrow	SHM	Shadowmoor
Blight Sickle	SHM	Shadowmoor
Cauldron of Souls	SHM	Shadowmoor
Chainbreaker	SHM	Shadowmoor
Elsewhere Flask	SHM	Shadowmoor
Gnarled Effigy	SHM	Shadowmoor
Grim Poppet	SHM	Shadowmoor
Heap Doll	SHM	Shadowmoor
Illuminated Folio	SHM	Shadowmoor
Lockjaw Snapper	SHM	Shadowmoor
Lurebound Scarecrow	SHM	Shadowmoor
Painter's Servant	SHM	Shadowmoor
Pili-Pala	SHM	Shadowmoor
Rattleblaze Scarecrow	SHM	Shadowmoor
Reaper King	SHM	Shadowmoor
Revelsong Horn	SHM	Shadowmoor
Scrapbasket	SHM	Shadowmoor
Scuttlemutt	SHM	Shadowmoor
Tatterkite	SHM	Shadowmoor
Thornwatch Scarecrow	SHM	Shadowmoor
Trip Noose	SHM	Shadowmoor
Umbral Mantle	SHM	Shadowmoor
Watchwing Scarecrow	SHM	Shadowmoor
Wicker Warcrawler	SHM	Shadowmoor
Wingrattle Scarecrow	SHM	Shadowmoor
Fire-Lit Thicket	SHM	Shadowmoor
Graven Cairns	SHM	Shadowmoor
Leechridden Swamp	SHM	Shadowmoor
Madblind Mountain	SHM	Shadowmoor
Mistveil Plains	SHM	Shadowmoor
Moonring Island	SHM	Shadowmoor
Mystic Gate	SHM	Shadowmoor
Reflecting Pool	SHM	Shadowmoor
Sapseep Forest	SHM	Shadowmoor
Sunken Ruins	SHM	Shadowmoor
Wooded Bastion	SHM	Shadowmoor
Plains	SHM	Shadowmoor
Plains	SHM	Shadowmoor
Plains	SHM	Shadowmoor
Plains	SHM	Shadowmoor
Island	SHM	Shadowmoor
Island	SHM	Shadowmoor
Island	SHM	Shadowmoor
Island	SHM	Shadowmoor
Swamp	SHM	Shadowmoor
Swamp	SHM	Shadowmoor
Swamp	SHM	Shadowmoor
Swamp	SHM	Shadowmoor
Mountain	SHM	Shadowmoor
Mountain	SHM	Shadowmoor
Mountain	SHM	Shadowmoor
Mountain	SHM	Shadowmoor
Forest	SHM	Shadowmoor
Forest	SHM	Shadowmoor
Forest	SHM	Shadowmoor
Forest	SHM	Shadowmoor
Ageless Sentinels	SCG	Scourge
Astral Steel	SCG	Scourge
Aven Farseer	SCG	Scourge
Aven Liberator	SCG	Scourge
Daru Spiritualist	SCG	Scourge
Daru Warchief	SCG	Scourge
Dawn Elemental	SCG	Scourge
Decree of Justice	SCG	Scourge
Dimensional Breach	SCG	Scourge
Dragon Scales	SCG	Scourge
Dragonstalker	SCG	Scourge
Eternal Dragon	SCG	Scourge
Exiled Doomsayer	SCG	Scourge
Force Bubble	SCG	Scourge
Frontline Strategist	SCG	Scourge
Gilded Light	SCG	Scourge
Guilty Conscience	SCG	Scourge
Karona's Zealot	SCG	Scourge
Noble Templar	SCG	Scourge
Rain of Blades	SCG	Scourge
Recuperate	SCG	Scourge
Reward the Faithful	SCG	Scourge
Silver Knight	SCG	Scourge
Trap Digger	SCG	Scourge
Wing Shards	SCG	Scourge
Wipe Clean	SCG	Scourge
Zealous Inquisitor	SCG	Scourge
Aphetto Runecaster	SCG	Scourge
Brain Freeze	SCG	Scourge
Coast Watcher	SCG	Scourge
Day of the Dragons	SCG	Scourge
Decree of Silence	SCG	Scourge
Dispersal Shield	SCG	Scourge
Dragon Wings	SCG	Scourge
Faces of the Past	SCG	Scourge
Frozen Solid	SCG	Scourge
Hindering Touch	SCG	Scourge
Long-Term Plans	SCG	Scourge
Mercurial Kite	SCG	Scourge
Metamorphose	SCG	Scourge
Mind's Desire	SCG	Scourge
Mischievous Quanar	SCG	Scourge
Mistform Warchief	SCG	Scourge
Parallel Thoughts	SCG	Scourge
Pemmin's Aura	SCG	Scourge
Raven Guild Initiate	SCG	Scourge
Raven Guild Master	SCG	Scourge
Riptide Survivor	SCG	Scourge
Rush of Knowledge	SCG	Scourge
Scornful Egotist	SCG	Scourge
Shoreline Ranger	SCG	Scourge
Stifle	SCG	Scourge
Temporal Fissure	SCG	Scourge
Thundercloud Elemental	SCG	Scourge
Bladewing's Thrall	SCG	Scourge
Cabal Conditioning	SCG	Scourge
Cabal Interrogator	SCG	Scourge
Call to the Grave	SCG	Scourge
Carrion Feeder	SCG	Scourge
Chill Haunting	SCG	Scourge
Clutch of Undeath	SCG	Scourge
Consumptive Goo	SCG	Scourge
Death's-Head Buzzard	SCG	Scourge
Decree of Pain	SCG	Scourge
Dragon Shadow	SCG	Scourge
Fatal Mutation	SCG	Scourge
Final Punishment	SCG	Scourge
Lethal Vapors	SCG	Scourge
Lingering Death	SCG	Scourge
Nefashu	SCG	Scourge
Putrid Raptor	SCG	Scourge
Reaping the Graves	SCG	Scourge
Skulltap	SCG	Scourge
Soul Collector	SCG	Scourge
Tendrils of Agony	SCG	Scourge
Twisted Abomination	SCG	Scourge
Unburden	SCG	Scourge
Undead Warchief	SCG	Scourge
Unspeakable Symbol	SCG	Scourge
Vengeful Dead	SCG	Scourge
Zombie Cutthroat	SCG	Scourge
Bonethorn Valesk	SCG	Scourge
Carbonize	SCG	Scourge
Chartooth Cougar	SCG	Scourge
Decree of Annihilation	SCG	Scourge
Dragon Breath	SCG	Scourge
Dragon Mage	SCG	Scourge
Dragon Tyrant	SCG	Scourge
Dragonspeaker Shaman	SCG	Scourge
Dragonstorm	SCG	Scourge
Enrage	SCG	Scourge
Extra Arms	SCG	Scourge
Form of the Dragon	SCG	Scourge
Goblin Brigand	SCG	Scourge
Goblin Psychopath	SCG	Scourge
Goblin War Strike	SCG	Scourge
Goblin Warchief	SCG	Scourge
Grip of Chaos	SCG	Scourge
Misguided Rage	SCG	Scourge
Pyrostatic Pillar	SCG	Scourge
Rock Jockey	SCG	Scourge
Scattershot	SCG	Scourge
Siege-Gang Commander	SCG	Scourge
Skirk Volcanist	SCG	Scourge
Spark Spray	SCG	Scourge
Sulfuric Vortex	SCG	Scourge
Torrent of Fire	SCG	Scourge
Uncontrolled Infestation	SCG	Scourge
Accelerated Mutation	SCG	Scourge
Alpha Status	SCG	Scourge
Ambush Commander	SCG	Scourge
Ancient Ooze	SCG	Scourge
Break Asunder	SCG	Scourge
Claws of Wirewood	SCG	Scourge
Decree of Savagery	SCG	Scourge
Divergent Growth	SCG	Scourge
Dragon Fangs	SCG	Scourge
Elvish Aberration	SCG	Scourge
Fierce Empath	SCG	Scourge
Forgotten Ancient	SCG	Scourge
Hunting Pack	SCG	Scourge
Krosan Drover	SCG	Scourge
Krosan Warchief	SCG	Scourge
Kurgadon	SCG	Scourge
One with Nature	SCG	Scourge
Primitive Etchings	SCG	Scourge
Root Elemental	SCG	Scourge
Sprouting Vines	SCG	Scourge
Titanic Bulvox	SCG	Scourge
Treetop Scout	SCG	Scourge
Upwelling	SCG	Scourge
Wirewood Guardian	SCG	Scourge
Wirewood Symbiote	SCG	Scourge
Woodcloaker	SCG	Scourge
Xantid Swarm	SCG	Scourge
Bladewing the Risen	SCG	Scourge
Edgewalker	SCG	Scourge
Karona, False God	SCG	Scourge
Sliver Overlord	SCG	Scourge
Ark of Blight	SCG	Scourge
Proteus Machine	SCG	Scourge
Stabilizer	SCG	Scourge
Temple of the False God	SCG	Scourge
Angel of Light	S99	Starter 1999
Angel of Mercy	S99	Starter 1999
Angelic Blessing	S99	Starter 1999
Archangel	S99	Starter 1999
Ardent Militia	S99	Starter 1999
Armageddon	S99	Starter 1999
Bargain	S99	Starter 1999
Blinding Light	S99	Starter 1999
Border Guard	S99	Starter 1999
Breath of Life	S99	Starter 1999
Champion Lancer	S99	Starter 1999
Charging Paladin	S99	Starter 1999
Devoted Hero	S99	Starter 1999
Devout Monk	S99	Starter 1999
Eager Cadet	S99	Starter 1999
False Peace	S99	Starter 1999
Foot Soldiers	S99	Starter 1999
Gerrard's Wisdom	S99	Starter 1999
Knight Errant	S99	Starter 1999
Loyal Sentry	S99	Starter 1999
Path of Peace	S99	Starter 1999
Righteous Charge	S99	Starter 1999
Righteous Fury	S99	Starter 1999
Royal Falcon	S99	Starter 1999
Royal Trooper	S99	Starter 1999
Sacred Nectar	S99	Starter 1999
Steadfastness	S99	Starter 1999
Venerable Monk	S99	Starter 1999
Vengeance	S99	Starter 1999
Veteran Cavalier	S99	Starter 1999
Wild Griffin	S99	Starter 1999
Air Elemental	S99	Starter 1999
Coral Eel	S99	Starter 1999
Counterspell	S99	Starter 1999
Denizen of the Deep	S99	Starter 1999
Exhaustion	S99	Starter 1999
Extinguish	S99	Starter 1999
Eye Spy	S99	Starter 1999
Giant Octopus	S99	Starter 1999
Ingenious Thief	S99	Starter 1999
Man-o'-War	S99	Starter 1999
Merfolk of the Pearl Trident	S99	Starter 1999
Owl Familiar	S99	Starter 1999
Phantom Warrior	S99	Starter 1999
Piracy	S99	Starter 1999
Psychic Transfer	S99	Starter 1999
Ransack	S99	Starter 1999
Relearn	S99	Starter 1999
Remove Soul	S99	Starter 1999
Sea Eagle	S99	Starter 1999
Sleight of Hand	S99	Starter 1999
Snapping Drake	S99	Starter 1999
Storm Crow	S99	Starter 1999
Tidings	S99	Starter 1999
Time Ebb	S99	Starter 1999
Time Warp	S99	Starter 1999
Touch of Brilliance	S99	Starter 1999
Undo	S99	Starter 1999
Vizzerdrix	S99	Starter 1999
Water Elemental	S99	Starter 1999
Wind Drake	S99	Starter 1999
Wind Sail	S99	Starter 1999
Abyssal Horror	S99	Starter 1999
Ancient Craving	S99	Starter 1999
Bog Imp	S99	Starter 1999
Bog Raiders	S99	Starter 1999
Bog Wraith	S99	Starter 1999
Chorus of Woe	S99	Starter 1999
Coercion	S99	Starter 1999
Dakmor Ghoul	S99	Starter 1999
Dakmor Lancer	S99	Starter 1999
Dakmor Plague	S99	Starter 1999
Dakmor Scorpion	S99	Starter 1999
Dakmor Sorceress	S99	Starter 1999
Dark Offering	S99	Starter 1999
Dread Reaper	S99	Starter 1999
Feral Shadow	S99	Starter 1999
Gravedigger	S99	Starter 1999
Grim Tutor	S99	Starter 1999
Hand of Death	S99	Starter 1999
Hollow Dogs	S99	Starter 1999
Howling Fury	S99	Starter 1999
Mind Rot	S99	Starter 1999
Muck Rats	S99	Starter 1999
Raise Dead	S99	Starter 1999
Ravenous Rats	S99	Starter 1999
Scathe Zombies	S99	Starter 1999
Serpent Warrior	S99	Starter 1999
Shrieking Specter	S99	Starter 1999
Soul Feast	S99	Starter 1999
Stream of Acid	S99	Starter 1999
Wicked Pact	S99	Starter 1999
Cinder Storm	S99	Starter 1999
Devastation	S99	Starter 1999
Earth Elemental	S99	Starter 1999
Fire Elemental	S99	Starter 1999
Fire Tempest	S99	Starter 1999
Goblin Cavaliers	S99	Starter 1999
Goblin Chariot	S99	Starter 1999
Goblin Commando	S99	Starter 1999
Goblin General	S99	Starter 1999
Goblin Glider	S99	Starter 1999
Goblin Hero	S99	Starter 1999
Goblin Lore	S99	Starter 1999
Goblin Mountaineer	S99	Starter 1999
Goblin Settler	S99	Starter 1999
Hulking Goblin	S99	Starter 1999
Hulking Ogre	S99	Starter 1999
Jagged Lightning	S99	Starter 1999
Last Chance	S99	Starter 1999
Lava Axe	S99	Starter 1999
Mons's Goblin Raiders	S99	Starter 1999
Ogre Warrior	S99	Starter 1999
Raging Goblin	S99	Starter 1999
Relentless Assault	S99	Starter 1999
Scorching Spear	S99	Starter 1999
Spitting Earth	S99	Starter 1999
Stone Rain	S99	Starter 1999
Thunder Dragon	S99	Starter 1999
Trained Orgg	S99	Starter 1999
Tremor	S99	Starter 1999
Volcanic Dragon	S99	Starter 1999
Volcanic Hammer	S99	Starter 1999
Alluring Scent	S99	Starter 1999
Barbtooth Wurm	S99	Starter 1999
Bull Hippo	S99	Starter 1999
Durkwood Boars	S99	Starter 1999
Gorilla Warrior	S99	Starter 1999
Grizzly Bears	S99	Starter 1999
Lone Wolf	S99	Starter 1999
Lynx	S99	Starter 1999
Monstrous Growth	S99	Starter 1999
Moon Sprite	S99	Starter 1999
Natural Spring	S99	Starter 1999
Nature's Cloak	S99	Starter 1999
Nature's Lore	S99	Starter 1999
Norwood Archers	S99	Starter 1999
Norwood Ranger	S99	Starter 1999
Pride of Lions	S99	Starter 1999
Renewing Touch	S99	Starter 1999
Silverback Ape	S99	Starter 1999
Southern Elephant	S99	Starter 1999
Squall	S99	Starter 1999
Summer Bloom	S99	Starter 1999
Sylvan Basilisk	S99	Starter 1999
Sylvan Yeti	S99	Starter 1999
Thorn Elemental	S99	Starter 1999
Untamed Wilds	S99	Starter 1999
Whiptail Wurm	S99	Starter 1999
Whirlwind	S99	Starter 1999
Wild Ox	S99	Starter 1999
Willow Elf	S99	Starter 1999
Wood Elves	S99	Starter 1999
Plains	S99	Starter 1999
Plains	S99	Starter 1999
Plains	S99	Starter 1999
Plains	S99	Starter 1999
Island	S99	Starter 1999
Island	S99	Starter 1999
Island	S99	Starter 1999
Island	S99	Starter 1999
Swamp	S99	Starter 1999
Swamp	S99	Starter 1999
Swamp	S99	Starter 1999
Swamp	S99	Starter 1999
Mountain	S99	Starter 1999
Mountain	S99	Starter 1999
Mountain	S99	Starter 1999
Mountain	S99	Starter 1999
Forest	S99	Starter 1999
Forest	S99	Starter 1999
Forest	S99	Starter 1999
Forest	S99	Starter 1999
Breath of Life	S00	Starter 2000
Wind Drake	S00	Starter 2000
Wild Griffin	S00	Starter 2000
Knight Errant	S00	Starter 2000
Island	S00	Starter 2000
Island	S00	Starter 2000
Plains	S00	Starter 2000
Plains	S00	Starter 2000
Eager Cadet	S00	Starter 2000
Angelic Blessing	S00	Starter 2000
Giant Octopus	S00	Starter 2000
Merfolk of the Pearl Trident	S00	Starter 2000
Royal Falcon	S00	Starter 2000
Sea Eagle	S00	Starter 2000
Time Ebb	S00	Starter 2000
Vizzerdrix	S00	Starter 2000
Monstrous Growth	S00	Starter 2000
Ogre Warrior	S00	Starter 2000
Coercion	S00	Starter 2000
Swamp	S00	Starter 2000
Swamp	S00	Starter 2000
Mountain	S00	Starter 2000
Mountain	S00	Starter 2000
Forest	S00	Starter 2000
Forest	S00	Starter 2000
Willow Elf	S00	Starter 2000
Moon Sprite	S00	Starter 2000
Goblin Hero	S00	Starter 2000
Scathe Zombies	S00	Starter 2000
Lava Axe	S00	Starter 2000
Hand of Death	S00	Starter 2000
Mons's Goblin Raiders	S00	Starter 2000
Bog Imp	S00	Starter 2000
Durkwood Boars	S00	Starter 2000
Trained Orgg	S00	Starter 2000
Spined Wurm	S00	Starter 2000
Stone Rain	S00	Starter 2000
Armored Pegasus	S00	Starter 2000
Python	S00	Starter 2000
Disenchant	S00	Starter 2000
Shock	S00	Starter 2000
Giant Growth	S00	Starter 2000
Counterspell	S00	Starter 2000
Terror	S00	Starter 2000
Prodigal Sorcerer	S00	Starter 2000
Drudge Skeletons	S00	Starter 2000
Llanowar Elves	S00	Starter 2000
Flight	S00	Starter 2000
Flame Spirit	S00	Starter 2000
Obsianus Golem	S00	Starter 2000
Rod of Ruin	S00	Starter 2000
Orcish Oriflamme	S00	Starter 2000
Rhox	S00	Starter 2000
Venerable Monk	S00	Starter 2000
Inspiration	S00	Starter 2000
Samite Healer	S00	Starter 2000
Hero's Resolve	S00	Starter 2000
Soul Net	S00	Starter 2000
Angel of Serenity	RTR	Return to Ravnica
Armory Guard	RTR	Return to Ravnica
Arrest	RTR	Return to Ravnica
Avenging Arrow	RTR	Return to Ravnica
Azorius Arrester	RTR	Return to Ravnica
Azorius Justiciar	RTR	Return to Ravnica
Bazaar Krovod	RTR	Return to Ravnica
Concordia Pegasus	RTR	Return to Ravnica
Ethereal Armor	RTR	Return to Ravnica
Eyes in the Skies	RTR	Return to Ravnica
Fencing Ace	RTR	Return to Ravnica
Keening Apparition	RTR	Return to Ravnica
Knightly Valor	RTR	Return to Ravnica
Martial Law	RTR	Return to Ravnica
Palisade Giant	RTR	Return to Ravnica
Phantom General	RTR	Return to Ravnica
Precinct Captain	RTR	Return to Ravnica
Rest in Peace	RTR	Return to Ravnica
Rootborn Defenses	RTR	Return to Ravnica
Security Blockade	RTR	Return to Ravnica
Selesnya Sentry	RTR	Return to Ravnica
Seller of Songbirds	RTR	Return to Ravnica
Soul Tithe	RTR	Return to Ravnica
Sphere of Safety	RTR	Return to Ravnica
Sunspire Griffin	RTR	Return to Ravnica
Swift Justice	RTR	Return to Ravnica
Trained Caracal	RTR	Return to Ravnica
Trostani's Judgment	RTR	Return to Ravnica
Aquus Steed	RTR	Return to Ravnica
Blustersquall	RTR	Return to Ravnica
Cancel	RTR	Return to Ravnica
Chronic Flooding	RTR	Return to Ravnica
Conjured Currency	RTR	Return to Ravnica
Crosstown Courier	RTR	Return to Ravnica
Cyclonic Rift	RTR	Return to Ravnica
Dispel	RTR	Return to Ravnica
Doorkeeper	RTR	Return to Ravnica
Downsize	RTR	Return to Ravnica
Faerie Impostor	RTR	Return to Ravnica
Hover Barrier	RTR	Return to Ravnica
Inaction Injunction	RTR	Return to Ravnica
Inspiration	RTR	Return to Ravnica
Isperia's Skywatch	RTR	Return to Ravnica
Jace, Architect of Thought	RTR	Return to Ravnica
Mizzium Skin	RTR	Return to Ravnica
Paralyzing Grasp	RTR	Return to Ravnica
Psychic Spiral	RTR	Return to Ravnica
Runewing	RTR	Return to Ravnica
Search the City	RTR	Return to Ravnica
Skyline Predator	RTR	Return to Ravnica
Soulsworn Spirit	RTR	Return to Ravnica
Sphinx of the Chimes	RTR	Return to Ravnica
Stealer of Secrets	RTR	Return to Ravnica
Syncopate	RTR	Return to Ravnica
Tower Drake	RTR	Return to Ravnica
Voidwielder	RTR	Return to Ravnica
Assassin's Strike	RTR	Return to Ravnica
Catacomb Slug	RTR	Return to Ravnica
Cremate	RTR	Return to Ravnica
Daggerdrome Imp	RTR	Return to Ravnica
Dark Revenant	RTR	Return to Ravnica
Dead Reveler	RTR	Return to Ravnica
Desecration Demon	RTR	Return to Ravnica
Destroy the Evidence	RTR	Return to Ravnica
Deviant Glee	RTR	Return to Ravnica
Drainpipe Vermin	RTR	Return to Ravnica
Grave Betrayal	RTR	Return to Ravnica
Grim Roustabout	RTR	Return to Ravnica
Launch Party	RTR	Return to Ravnica
Mind Rot	RTR	Return to Ravnica
Necropolis Regent	RTR	Return to Ravnica
Ogre Jailbreaker	RTR	Return to Ravnica
Pack Rat	RTR	Return to Ravnica
Perilous Shadow	RTR	Return to Ravnica
Sewer Shambler	RTR	Return to Ravnica
Shrieking Affliction	RTR	Return to Ravnica
Slum Reaper	RTR	Return to Ravnica
Stab Wound	RTR	Return to Ravnica
Tavern Swindler	RTR	Return to Ravnica
Terrus Wurm	RTR	Return to Ravnica
Thrill-Kill Assassin	RTR	Return to Ravnica
Ultimate Price	RTR	Return to Ravnica
Underworld Connections	RTR	Return to Ravnica
Zanikev Locust	RTR	Return to Ravnica
Annihilating Fire	RTR	Return to Ravnica
Ash Zealot	RTR	Return to Ravnica
Batterhorn	RTR	Return to Ravnica
Bellows Lizard	RTR	Return to Ravnica
Bloodfray Giant	RTR	Return to Ravnica
Chaos Imps	RTR	Return to Ravnica
Cobblebrute	RTR	Return to Ravnica
Dynacharge	RTR	Return to Ravnica
Electrickery	RTR	Return to Ravnica
Explosive Impact	RTR	Return to Ravnica
Goblin Rally	RTR	Return to Ravnica
Gore-House Chainwalker	RTR	Return to Ravnica
Guild Feud	RTR	Return to Ravnica
Guttersnipe	RTR	Return to Ravnica
Lobber Crew	RTR	Return to Ravnica
Minotaur Aggressor	RTR	Return to Ravnica
Mizzium Mortars	RTR	Return to Ravnica
Pursuit of Flight	RTR	Return to Ravnica
Pyroconvergence	RTR	Return to Ravnica
Racecourse Fury	RTR	Return to Ravnica
Splatter Thug	RTR	Return to Ravnica
Street Spasm	RTR	Return to Ravnica
Survey the Wreckage	RTR	Return to Ravnica
Tenement Crasher	RTR	Return to Ravnica
Traitorous Instinct	RTR	Return to Ravnica
Utvara Hellkite	RTR	Return to Ravnica
Vandalblast	RTR	Return to Ravnica
Viashino Racketeer	RTR	Return to Ravnica
Aerial Predation	RTR	Return to Ravnica
Archweaver	RTR	Return to Ravnica
Axebane Guardian	RTR	Return to Ravnica
Axebane Stag	RTR	Return to Ravnica
Brushstrider	RTR	Return to Ravnica
Centaur's Herald	RTR	Return to Ravnica
Chorus of Might	RTR	Return to Ravnica
Deadbridge Goliath	RTR	Return to Ravnica
Death's Presence	RTR	Return to Ravnica
Drudge Beetle	RTR	Return to Ravnica
Druid's Deliverance	RTR	Return to Ravnica
Gatecreeper Vine	RTR	Return to Ravnica
Giant Growth	RTR	Return to Ravnica
Gobbling Ooze	RTR	Return to Ravnica
Golgari Decoy	RTR	Return to Ravnica
Horncaller's Chant	RTR	Return to Ravnica
Korozda Monitor	RTR	Return to Ravnica
Mana Bloom	RTR	Return to Ravnica
Oak Street Innkeeper	RTR	Return to Ravnica
Rubbleback Rhino	RTR	Return to Ravnica
Savage Surge	RTR	Return to Ravnica
Seek the Horizon	RTR	Return to Ravnica
Slime Molding	RTR	Return to Ravnica
Stonefare Crocodile	RTR	Return to Ravnica
Towering Indrik	RTR	Return to Ravnica
Urban Burgeoning	RTR	Return to Ravnica
Wild Beastmaster	RTR	Return to Ravnica
Worldspine Wurm	RTR	Return to Ravnica
Abrupt Decay	RTR	Return to Ravnica
Archon of the Triumvirate	RTR	Return to Ravnica
Armada Wurm	RTR	Return to Ravnica
Auger Spree	RTR	Return to Ravnica
Azorius Charm	RTR	Return to Ravnica
Call of the Conclave	RTR	Return to Ravnica
Carnival Hellsteed	RTR	Return to Ravnica
Centaur Healer	RTR	Return to Ravnica
Chemister's Trick	RTR	Return to Ravnica
Collective Blessing	RTR	Return to Ravnica
Common Bond	RTR	Return to Ravnica
Corpsejack Menace	RTR	Return to Ravnica
Counterflux	RTR	Return to Ravnica
Coursers' Accord	RTR	Return to Ravnica
Detention Sphere	RTR	Return to Ravnica
Dramatic Rescue	RTR	Return to Ravnica
Dreadbore	RTR	Return to Ravnica
Dreg Mangler	RTR	Return to Ravnica
Epic Experiment	RTR	Return to Ravnica
Essence Backlash	RTR	Return to Ravnica
Fall of the Gavel	RTR	Return to Ravnica
Firemind's Foresight	RTR	Return to Ravnica
Goblin Electromancer	RTR	Return to Ravnica
Golgari Charm	RTR	Return to Ravnica
Grisly Salvage	RTR	Return to Ravnica
Havoc Festival	RTR	Return to Ravnica
Hellhole Flailer	RTR	Return to Ravnica
Heroes' Reunion	RTR	Return to Ravnica
Hussar Patrol	RTR	Return to Ravnica
Hypersonic Dragon	RTR	Return to Ravnica
Isperia, Supreme Judge	RTR	Return to Ravnica
Izzet Charm	RTR	Return to Ravnica
Izzet Staticaster	RTR	Return to Ravnica
Jarad, Golgari Lich Lord	RTR	Return to Ravnica
Jarad's Orders	RTR	Return to Ravnica
Korozda Guildmage	RTR	Return to Ravnica
Lotleth Troll	RTR	Return to Ravnica
Loxodon Smiter	RTR	Return to Ravnica
Lyev Skyknight	RTR	Return to Ravnica
Mercurial Chemister	RTR	Return to Ravnica
New Prahv Guildmage	RTR	Return to Ravnica
Nivix Guildmage	RTR	Return to Ravnica
Niv-Mizzet, Dracogenius	RTR	Return to Ravnica
Rakdos Charm	RTR	Return to Ravnica
Rakdos Ragemutt	RTR	Return to Ravnica
Rakdos Ringleader	RTR	Return to Ravnica
Rakdos, Lord of Riots	RTR	Return to Ravnica
Rakdos's Return	RTR	Return to Ravnica
Righteous Authority	RTR	Return to Ravnica
Risen Sanctuary	RTR	Return to Ravnica
Rites of Reaping	RTR	Return to Ravnica
Rix Maadi Guildmage	RTR	Return to Ravnica
Search Warrant	RTR	Return to Ravnica
Selesnya Charm	RTR	Return to Ravnica
Skull Rend	RTR	Return to Ravnica
Skymark Roc	RTR	Return to Ravnica
Slaughter Games	RTR	Return to Ravnica
Sluiceway Scorpion	RTR	Return to Ravnica
Spawn of Rix Maadi	RTR	Return to Ravnica
Sphinx's Revelation	RTR	Return to Ravnica
Supreme Verdict	RTR	Return to Ravnica
Teleportal	RTR	Return to Ravnica
Thoughtflare	RTR	Return to Ravnica
Treasured Find	RTR	Return to Ravnica
Trestle Troll	RTR	Return to Ravnica
Trostani, Selesnya's Voice	RTR	Return to Ravnica
Vitu-Ghazi Guildmage	RTR	Return to Ravnica
