name	set_code	set_name
Shisato, Whispering Hunter	CHK	Champions of Kamigawa
Soilshaper	CHK	Champions of Kamigawa
Sosuke, Son of Seshiro	CHK	Champions of Kamigawa
Strength of Cedars	CHK	Champions of Kamigawa
Thousand-legged Kami	CHK	Champions of Kamigawa
Time of Need	CHK	Champions of Kamigawa
Venerable Kumo	CHK	Champions of Kamigawa
Vine Kami	CHK	Champions of Kamigawa
Wear Away	CHK	Champions of Kamigawa
General's Kabuto	CHK	Champions of Kamigawa
Hair-Strung Koto	CHK	Champions of Kamigawa
Hankyu	CHK	Champions of Kamigawa
Honor-Worn Shaku	CHK	Champions of Kamigawa
Imi Statue	CHK	Champions of Kamigawa
Jade Idol	CHK	Champions of Kamigawa
Journeyer's Kite	CHK	Champions of Kamigawa
Junkyo Bell	CHK	Champions of Kamigawa
Konda's Banner	CHK	Champions of Kamigawa
Kusari-Gama	CHK	Champions of Kamigawa
Long-Forgotten Gohei	CHK	Champions of Kamigawa
Moonring Mirror	CHK	Champions of Kamigawa
Nine-Ringed Bo	CHK	Champions of Kamigawa
No-Dachi	CHK	Champions of Kamigawa
Oathkeeper, Takeno's Daisho	CHK	Champions of Kamigawa
Orochi Hatchery	CHK	Champions of Kamigawa
Reito Lantern	CHK	Champions of Kamigawa
Sensei's Divining Top	CHK	Champions of Kamigawa
Shell of the Last Kappa	CHK	Champions of Kamigawa
Tatsumasa, the Dragon's Fang	CHK	Champions of Kamigawa
Tenza, Godo's Maul	CHK	Champions of Kamigawa
Uba Mask	CHK	Champions of Kamigawa
Boseiju, Who Shelters All	CHK	Champions of Kamigawa
Cloudcrest Lake	CHK	Champions of Kamigawa
Eiganjo Castle	CHK	Champions of Kamigawa
Forbidden Orchard	CHK	Champions of Kamigawa
Hall of the Bandit Lord	CHK	Champions of Kamigawa
Lantern-Lit Graveyard	CHK	Champions of Kamigawa
Minamo, School at Water's Edge	CHK	Champions of Kamigawa
Okina, Temple to the Grandfathers	CHK	Champions of Kamigawa
Pinecrest Ridge	CHK	Champions of Kamigawa
Shinka, the Bloodsoaked Keep	CHK	Champions of Kamigawa
Shizo, Death's Storehouse	CHK	Champions of Kamigawa
Tranquil Garden	CHK	Champions of Kamigawa
Untaidake, the Cloud Keeper	CHK	Champions of Kamigawa
Waterveil Cavern	CHK	Champions of Kamigawa
Plains	CHK	Champions of Kamigawa
Plains	CHK	Champions of Kamigawa
Plains	CHK	Champions of Kamigawa
Plains	CHK	Champions of Kamigawa
Island	CHK	Champions of Kamigawa
Island	CHK	Champions of Kamigawa
Island	CHK	Champions of Kamigawa
Island	CHK	Champions of Kamigawa
Swamp	CHK	Champions of Kamigawa
Swamp	CHK	Champions of Kamigawa
Swamp	CHK	Champions of Kamigawa
Swamp	CHK	Champions of Kamigawa
Mountain	CHK	Champions of Kamigawa
Mountain	CHK	Champions of Kamigawa
Mountain	CHK	Champions of Kamigawa
Mountain	CHK	Champions of Kamigawa
Forest	CHK	Champions of Kamigawa
Forest	CHK	Champions of Kamigawa
Forest	CHK	Champions of Kamigawa
Forest	CHK	Champions of Kamigawa
Air Elemental	BTD	Beatdown Box Set
Blizzard Elemental	BTD	Beatdown Box Set
Brainstorm	BTD	Beatdown Box Set
Cloud Djinn	BTD	Beatdown Box Set
Cloud Elemental	BTD	Beatdown Box Set
Counterspell	BTD	Beatdown Box Set
Fog Elemental	BTD	Beatdown Box Set
Gaseous Form	BTD	Beatdown Box Set
Giant Crab	BTD	Beatdown Box Set
Impulse	BTD	Beatdown Box Set
Killer Whale	BTD	Beatdown Box Set
Leviathan	BTD	Beatdown Box Set
Mahamoti Djinn	BTD	Beatdown Box Set
Power Sink	BTD	Beatdown Box Set
Snapping Drake	BTD	Beatdown Box Set
Tolarian Winds	BTD	Beatdown Box Set
Vigilant Drake	BTD	Beatdown Box Set
Wayward Soul	BTD	Beatdown Box Set
Bone Harvest	BTD	Beatdown Box Set
Coercion	BTD	Beatdown Box Set
Dark Ritual	BTD	Beatdown Box Set
Death Stroke	BTD	Beatdown Box Set
Diabolic Edict	BTD	Beatdown Box Set
Drain Life	BTD	Beatdown Box Set
Fallen Angel	BTD	Beatdown Box Set
Feral Shadow	BTD	Beatdown Box Set
Gravedigger	BTD	Beatdown Box Set
Hollow Dogs	BTD	Beatdown Box Set
Sengir Vampire	BTD	Beatdown Box Set
Skittering Horror	BTD	Beatdown Box Set
Skittering Skirge	BTD	Beatdown Box Set
Tar Pit Warrior	BTD	Beatdown Box Set
Terror	BTD	Beatdown Box Set
Balduvian Horde	BTD	Beatdown Box Set
Ball Lightning	BTD	Beatdown Box Set
Bloodrock Cyclops	BTD	Beatdown Box Set
Fireball	BTD	Beatdown Box Set
Hulking Cyclops	BTD	Beatdown Box Set
Kird Ape	BTD	Beatdown Box Set
Lava Axe	BTD	Beatdown Box Set
Lightning Bolt	BTD	Beatdown Box Set
Lowland Giant	BTD	Beatdown Box Set
Raging Goblin	BTD	Beatdown Box Set
Shivan Dragon	BTD	Beatdown Box Set
Shock	BTD	Beatdown Box Set
Sonic Burst	BTD	Beatdown Box Set
Talruum Minotaur	BTD	Beatdown Box Set
Thunderbolt	BTD	Beatdown Box Set
Thundering Giant	BTD	Beatdown Box Set
Viashino Warrior	BTD	Beatdown Box Set
Crash of Rhinos	BTD	Beatdown Box Set
Crashing Boars	BTD	Beatdown Box Set
Deadly Insect	BTD	Beatdown Box Set
Erhnam Djinn	BTD	Beatdown Box Set
Fog	BTD	Beatdown Box Set
Force of Nature	BTD	Beatdown Box Set
Giant Growth	BTD	Beatdown Box Set
Llanowar Elves	BTD	Beatdown Box Set
Plated Spider	BTD	Beatdown Box Set
Quirion Elves	BTD	Beatdown Box Set
Rampant Growth	BTD	Beatdown Box Set
Scaled Wurm	BTD	Beatdown Box Set
Shambling Strider	BTD	Beatdown Box Set
Wild Growth	BTD	Beatdown Box Set
Woolly Spider	BTD	Beatdown Box Set
Yavimaya Wurm	BTD	Beatdown Box Set
Diabolic Vision	BTD	Beatdown Box Set
Segmented Wurm	BTD	Beatdown Box Set
Clockwork Avian	BTD	Beatdown Box Set
Clockwork Beast	BTD	Beatdown Box Set
Dwarven Ruins	BTD	Beatdown Box Set
Ebon Stronghold	BTD	Beatdown Box Set
Havenwood Battleground	BTD	Beatdown Box Set
Polluted Mire	BTD	Beatdown Box Set
Remote Isle	BTD	Beatdown Box Set
Slippery Karst	BTD	Beatdown Box Set
Smoldering Crater	BTD	Beatdown Box Set
Svyelunite Temple	BTD	Beatdown Box Set
Island	BTD	Beatdown Box Set
Island	BTD	Beatdown Box Set
Island	BTD	Beatdown Box Set
Swamp	BTD	Beatdown Box Set
Swamp	BTD	Beatdown Box Set
Swamp	BTD	Beatdown Box Set
Mountain	BTD	Beatdown Box Set
Mountain	BTD	Beatdown Box Set
Mountain	BTD	Beatdown Box Set
Forest	BTD	Beatdown Box Set
Forest	BTD	Beatdown Box Set
Forest	BTD	Beatdown Box Set
Blinking Spirit	BRB	Battle Royale Box Set
Lhurgoyf	BRB	Battle Royale Box Set
Nekrataal	BRB	Battle Royale Box Set
Maniacal Rage	BRB	Battle Royale Box Set
Village Elder	BRB	Battle Royale Box Set
Broken Fall	BRB	Battle Royale Box Set
Tranquility	BRB	Battle Royale Box Set
Symbiosis	BRB	Battle Royale Box Set
Arc Lightning	BRB	Battle Royale Box Set
Shower of Sparks	BRB	Battle Royale Box Set
Scryb Sprites	BRB	Battle Royale Box Set
Skyshroud Elite	BRB	Battle Royale Box Set
Llanowar Elves	BRB	Battle Royale Box Set
Seeker of Skybreak	BRB	Battle Royale Box Set
River Boa	BRB	Battle Royale Box Set
Pincher Beetles	BRB	Battle Royale Box Set
Uthden Troll	BRB	Battle Royale Box Set
Spike Feeder	BRB	Battle Royale Box Set
Trumpeting Armodon	BRB	Battle Royale Box Set
Wildfire Emissary	BRB	Battle Royale Box Set
Plated Rootwalla	BRB	Battle Royale Box Set
Mogg Hollows	BRB	Battle Royale Box Set
Mountain	BRB	Battle Royale Box Set
Forest	BRB	Battle Royale Box Set
Armored Pegasus	BRB	Battle Royale Box Set
Air Elemental	BRB	Battle Royale Box Set
Azure Drake	BRB	Battle Royale Box Set
Disruptive Student	BRB	Battle Royale Box Set
Wind Drake	BRB	Battle Royale Box Set
Manta Riders	BRB	Battle Royale Box Set
Mana Leak	BRB	Battle Royale Box Set
Counterspell	BRB	Battle Royale Box Set
Opportunity	BRB	Battle Royale Box Set
Prodigal Sorcerer	BRB	Battle Royale Box Set
Healing Salve	BRB	Battle Royale Box Set
Infantry Veteran	BRB	Battle Royale Box Set
Soul Warden	BRB	Battle Royale Box Set
Disenchant	BRB	Battle Royale Box Set
Songstitcher	BRB	Battle Royale Box Set
Windfall	BRB	Battle Royale Box Set
Curfew	BRB	Battle Royale Box Set
Man-o'-War	BRB	Battle Royale Box Set
Flood	BRB	Battle Royale Box Set
Control Magic	BRB	Battle Royale Box Set
Ray of Command	BRB	Battle Royale Box Set
Catastrophe	BRB	Battle Royale Box Set
Island	BRB	Battle Royale Box Set
Plains	BRB	Battle Royale Box Set
Thalakos Lowlands	BRB	Battle Royale Box Set
Wall of Heat	BRB	Battle Royale Box Set
Subversion	BRB	Battle Royale Box Set
Pestilence	BRB	Battle Royale Box Set
Sadistic Glee	BRB	Battle Royale Box Set
Terror	BRB	Battle Royale Box Set
Syphon Soul	BRB	Battle Royale Box Set
Exhume	BRB	Battle Royale Box Set
Dark Ritual	BRB	Battle Royale Box Set
Living Death	BRB	Battle Royale Box Set
Unnerve	BRB	Battle Royale Box Set
Weakness	BRB	Battle Royale Box Set
Rolling Thunder	BRB	Battle Royale Box Set
Heat Ray	BRB	Battle Royale Box Set
Reanimate	BRB	Battle Royale Box Set
Sewer Rats	BRB	Battle Royale Box Set
Raging Goblin	BRB	Battle Royale Box Set
Fire Ants	BRB	Battle Royale Box Set
Phyrexian Ghoul	BRB	Battle Royale Box Set
Crazed Skirge	BRB	Battle Royale Box Set
Lightning Elemental	BRB	Battle Royale Box Set
Abyssal Specter	BRB	Battle Royale Box Set
Cackling Fiend	BRB	Battle Royale Box Set
Sengir Vampire	BRB	Battle Royale Box Set
Cinder Marsh	BRB	Battle Royale Box Set
Swamp	BRB	Battle Royale Box Set
Swords to Plowshares	BRB	Battle Royale Box Set
Scaled Wurm	BRB	Battle Royale Box Set
Fertile Ground	BRB	Battle Royale Box Set
Master Decoy	BRB	Battle Royale Box Set
Angelic Page	BRB	Battle Royale Box Set
Vec Townships	BRB	Battle Royale Box Set
Spike Weaver	BRB	Battle Royale Box Set
Wrath of God	BRB	Battle Royale Box Set
Spike Colony	BRB	Battle Royale Box Set
Argothian Elder	BRB	Battle Royale Box Set
Seasoned Marshal	BRB	Battle Royale Box Set
Sanctum Custodian	BRB	Battle Royale Box Set
Sanctum Guardian	BRB	Battle Royale Box Set
Advance Scout	BRB	Battle Royale Box Set
Soltari Foot Soldier	BRB	Battle Royale Box Set
Elvish Lyrist	BRB	Battle Royale Box Set
Sun Clasp	BRB	Battle Royale Box Set
Pacifism	BRB	Battle Royale Box Set
Fecundity	BRB	Battle Royale Box Set
Sandstorm	BRB	Battle Royale Box Set
Giant Growth	BRB	Battle Royale Box Set
Hurricane	BRB	Battle Royale Box Set
Dirtcowl Wurm	BRB	Battle Royale Box Set
Land Tax	BRB	Battle Royale Box Set
Spike Worker	BRB	Battle Royale Box Set
Slippery Karst	BRB	Battle Royale Box Set
Remote Isle	BRB	Battle Royale Box Set
Polluted Mire	BRB	Battle Royale Box Set
Drifting Meadow	BRB	Battle Royale Box Set
Steam Blast	BRB	Battle Royale Box Set
Gorilla Warrior	BRB	Battle Royale Box Set
Mountain	BRB	Battle Royale Box Set
Mountain	BRB	Battle Royale Box Set
Mountain	BRB	Battle Royale Box Set
Mountain	BRB	Battle Royale Box Set
Mountain	BRB	Battle Royale Box Set
Mountain	BRB	Battle Royale Box Set
Mountain	BRB	Battle Royale Box Set
Mountain	BRB	Battle Royale Box Set
Forest	BRB	Battle Royale Box Set
Forest	BRB	Battle Royale Box Set
Forest	BRB	Battle Royale Box Set
Forest	BRB	Battle Royale Box Set
Forest	BRB	Battle Royale Box Set
Forest	BRB	Battle Royale Box Set
Forest	BRB	Battle Royale Box Set
Forest	BRB	Battle Royale Box Set
Plains	BRB	Battle Royale Box Set
Plains	BRB	Battle Royale Box Set
Plains	BRB	Battle Royale Box Set
Plains	BRB	Battle Royale Box Set
Plains	BRB	Battle Royale Box Set
Plains	BRB	Battle Royale Box Set
Plains	BRB	Battle Royale Box Set
Plains	BRB	Battle Royale Box Set
Island	BRB	Battle Royale Box Set
Island	BRB	Battle Royale Box Set
Island	BRB	Battle Royale Box Set
Island	BRB	Battle Royale Box Set
Swamp	BRB	Battle Royale Box Set
Swamp	BRB	Battle Royale Box Set
Swamp	BRB	Battle Royale Box Set
Day of Destiny	BOK	Betrayers of Kamigawa
Empty-Shrine Kannushi	BOK	Betrayers of Kamigawa
Faithful Squire	BOK	Betrayers of Kamigawa
Kaiso, Memory of Loyalty	BOK	Betrayers of Kamigawa
Final Judgment	BOK	Betrayers of Kamigawa
Genju of the Fields	BOK	Betrayers of Kamigawa
Heart of Light	BOK	Betrayers of Kamigawa
Hokori, Dust Drinker	BOK	Betrayers of Kamigawa
Hundred-Talon Strike	BOK	Betrayers of Kamigawa
Indebted Samurai	BOK	Betrayers of Kamigawa
Kami of False Hope	BOK	Betrayers of Kamigawa
Kami of Tattered Shoji	BOK	Betrayers of Kamigawa
Kami of the Honored Dead	BOK	Betrayers of Kamigawa
Kentaro, the Smiling Cat	BOK	Betrayers of Kamigawa
Kitsune Palliator	BOK	Betrayers of Kamigawa
Mending Hands	BOK	Betrayers of Kamigawa
Moonlit Strider	BOK	Betrayers of Kamigawa
Opal-Eye, Konda's Yojimbo	BOK	Betrayers of Kamigawa
Oyobi, Who Split the Heavens	BOK	Betrayers of Kamigawa
Patron of the Kitsune	BOK	Betrayers of Kamigawa
Scour	BOK	Betrayers of Kamigawa
Shining Shoal	BOK	Betrayers of Kamigawa
Silverstorm Samurai	BOK	Betrayers of Kamigawa
Split-Tail Miko	BOK	Betrayers of Kamigawa
Takeno's Cavalry	BOK	Betrayers of Kamigawa
Tallowisp	BOK	Betrayers of Kamigawa
Terashi's Grasp	BOK	Betrayers of Kamigawa
Terashi's Verdict	BOK	Betrayers of Kamigawa
Ward of Piety	BOK	Betrayers of Kamigawa
Waxmane Baku	BOK	Betrayers of Kamigawa
Yomiji, Who Bars the Way	BOK	Betrayers of Kamigawa
Callow Jushi	BOK	Betrayers of Kamigawa
Jaraku the Interloper	BOK	Betrayers of Kamigawa
Jaraku the Interloper	BOK	Betrayers of Kamigawa
Chisei, Heart of Oceans	BOK	Betrayers of Kamigawa
Disrupting Shoal	BOK	Betrayers of Kamigawa
Floodbringer	BOK	Betrayers of Kamigawa
Genju of the Falls	BOK	Betrayers of Kamigawa
Heed the Mists	BOK	Betrayers of Kamigawa
Higure, the Still Wind	BOK	Betrayers of Kamigawa
Jetting Glasskite	BOK	Betrayers of Kamigawa
Kaijin of the Vanishing Touch	BOK	Betrayers of Kamigawa
Kira, Great Glass-Spinner	BOK	Betrayers of Kamigawa
Minamo Sightbender	BOK	Betrayers of Kamigawa
Minamo's Meddling	BOK	Betrayers of Kamigawa
Mistblade Shinobi	BOK	Betrayers of Kamigawa
Ninja of the Deep Hours	BOK	Betrayers of Kamigawa
Patron of the Moon	BOK	Betrayers of Kamigawa
Phantom Wings	BOK	Betrayers of Kamigawa
Quash	BOK	Betrayers of Kamigawa
Quillmane Baku	BOK	Betrayers of Kamigawa
Reduce to Dreams	BOK	Betrayers of Kamigawa
Ribbons of the Reikai	BOK	Betrayers of Kamigawa
Shimmering Glasskite	BOK	Betrayers of Kamigawa
Soratami Mindsweeper	BOK	Betrayers of Kamigawa
Stream of Consciousness	BOK	Betrayers of Kamigawa
Sway of the Stars	BOK	Betrayers of Kamigawa
Teardrop Kami	BOK	Betrayers of Kamigawa
Threads of Disloyalty	BOK	Betrayers of Kamigawa
Toils of Night and Day	BOK	Betrayers of Kamigawa
Tomorrow, Azami's Familiar	BOK	Betrayers of Kamigawa
Veil of Secrecy	BOK	Betrayers of Kamigawa
Walker of Secret Ways	BOK	Betrayers of Kamigawa
Bile Urchin	BOK	Betrayers of Kamigawa
Blessing of Leeches	BOK	Betrayers of Kamigawa
Call for Blood	BOK	Betrayers of Kamigawa
Crawling Filth	BOK	Betrayers of Kamigawa
Eradicate	BOK	Betrayers of Kamigawa
Genju of the Fens	BOK	Betrayers of Kamigawa
Goryo's Vengeance	BOK	Betrayers of Kamigawa
Hero's Demise	BOK	Betrayers of Kamigawa
Hired Muscle	BOK	Betrayers of Kamigawa
Scarmaker	BOK	Betrayers of Kamigawa
Scarmaker	BOK	Betrayers of Kamigawa
Horobi's Whisper	BOK	Betrayers of Kamigawa
Ink-Eyes, Servant of Oni	BOK	Betrayers of Kamigawa
Kyoki, Sanity's Eclipse	BOK	Betrayers of Kamigawa
Mark of the Oni	BOK	Betrayers of Kamigawa
Nezumi Shadow-Watcher	BOK	Betrayers of Kamigawa
Ogre Marauder	BOK	Betrayers of Kamigawa
Okiba-Gang Shinobi	BOK	Betrayers of Kamigawa
Patron of the Nezumi	BOK	Betrayers of Kamigawa
Psychic Spear	BOK	Betrayers of Kamigawa
Pus Kami	BOK	Betrayers of Kamigawa
Scourge of Numai	BOK	Betrayers of Kamigawa
Shirei, Shizo's Caretaker	BOK	Betrayers of Kamigawa
Sickening Shoal	BOK	Betrayers of Kamigawa
Skullmane Baku	BOK	Betrayers of Kamigawa
Skullsnatcher	BOK	Betrayers of Kamigawa
Stir the Grave	BOK	Betrayers of Kamigawa
Takenuma Bleeder	BOK	Betrayers of Kamigawa
Three Tragedies	BOK	Betrayers of Kamigawa
Throat Slitter	BOK	Betrayers of Kamigawa
Toshiro Umezawa	BOK	Betrayers of Kamigawa
Yukora, the Prisoner	BOK	Betrayers of Kamigawa
Akki Blizzard-Herder	BOK	Betrayers of Kamigawa
Akki Raider	BOK	Betrayers of Kamigawa
Ashen Monstrosity	BOK	Betrayers of Kamigawa
Aura Barbs	BOK	Betrayers of Kamigawa
Blademane Baku	BOK	Betrayers of Kamigawa
Blazing Shoal	BOK	Betrayers of Kamigawa
Clash of Realities	BOK	Betrayers of Kamigawa
Crack the Earth	BOK	Betrayers of Kamigawa
Cunning Bandit	BOK	Betrayers of Kamigawa
Azamuki, Treachery Incarnate	BOK	Betrayers of Kamigawa
First Volley	BOK	Betrayers of Kamigawa
Flames of the Blood Hand	BOK	Betrayers of Kamigawa
Frost Ogre	BOK	Betrayers of Kamigawa
Frostling	BOK	Betrayers of Kamigawa
Fumiko the Lowblood	BOK	Betrayers of Kamigawa
Genju of the Spires	BOK	Betrayers of Kamigawa
Goblin Cohort	BOK	Betrayers of Kamigawa
Heartless Hidetsugu	BOK	Betrayers of Kamigawa
In the Web of War	BOK	Betrayers of Kamigawa
Ire of Kaminari	BOK	Betrayers of Kamigawa
Ishi-Ishi, Akki Crackshot	BOK	Betrayers of Kamigawa
Kumano's Blessing	BOK	Betrayers of Kamigawa
Mannichi, the Fevered Dream	BOK	Betrayers of Kamigawa
Ogre Recluse	BOK	Betrayers of Kamigawa
Overblaze	BOK	Betrayers of Kamigawa
Patron of the Akki	BOK	Betrayers of Kamigawa
Ronin Cliffrider	BOK	Betrayers of Kamigawa
Shinka Gatekeeper	BOK	Betrayers of Kamigawa
Sowing Salt	BOK	Betrayers of Kamigawa
Torrent of Stone	BOK	Betrayers of Kamigawa
Twist Allegiance	BOK	Betrayers of Kamigawa
Body of Jukai	BOK	Betrayers of Kamigawa
Budoka Pupil	BOK	Betrayers of Kamigawa
Ichiga, Who Topples Oaks	BOK	Betrayers of Kamigawa
Child of Thorns	BOK	Betrayers of Kamigawa
Enshrined Memories	BOK	Betrayers of Kamigawa
Forked-Branch Garami	BOK	Betrayers of Kamigawa
Genju of the Cedars	BOK	Betrayers of Kamigawa
Gnarled Mass	BOK	Betrayers of Kamigawa
Harbinger of Spring	BOK	Betrayers of Kamigawa
Isao, Enlightened Bushi	BOK	Betrayers of Kamigawa
Iwamori of the Open Fist	BOK	Betrayers of Kamigawa
Kodama of the Center Tree	BOK	Betrayers of Kamigawa
Lifegift	BOK	Betrayers of Kamigawa
Lifespinner	BOK	Betrayers of Kamigawa
Loam Dweller	BOK	Betrayers of Kamigawa
Mark of Sakiko	BOK	Betrayers of Kamigawa
Matsu-Tribe Sniper	BOK	Betrayers of Kamigawa
Nourishing Shoal	BOK	Betrayers of Kamigawa
Patron of the Orochi	BOK	Betrayers of Kamigawa
Petalmane Baku	BOK	Betrayers of Kamigawa
Roar of Jukai	BOK	Betrayers of Kamigawa
Sakiko, Mother of Summer	BOK	Betrayers of Kamigawa
Sakura-Tribe Springcaller	BOK	Betrayers of Kamigawa
Scaled Hulk	BOK	Betrayers of Kamigawa
Shizuko, Caller of Autumn	BOK	Betrayers of Kamigawa
Sosuke's Summons	BOK	Betrayers of Kamigawa
Splinter	BOK	Betrayers of Kamigawa
Traproot Kami	BOK	Betrayers of Kamigawa
Unchecked Growth	BOK	Betrayers of Kamigawa
Uproot	BOK	Betrayers of Kamigawa
Vital Surge	BOK	Betrayers of Kamigawa
Genju of the Realm	BOK	Betrayers of Kamigawa
Baku Altar	BOK	Betrayers of Kamigawa
Blinding Powder	BOK	Betrayers of Kamigawa
Mirror Gallery	BOK	Betrayers of Kamigawa
Neko-Te	BOK	Betrayers of Kamigawa
Orb of Dreams	BOK	Betrayers of Kamigawa
Ornate Kanzashi	BOK	Betrayers of Kamigawa
Ronin Warclub	BOK	Betrayers of Kamigawa
Shuko	BOK	Betrayers of Kamigawa
Shuriken	BOK	Betrayers of Kamigawa
Slumbering Tora	BOK	Betrayers of Kamigawa
That Which Was Taken	BOK	Betrayers of Kamigawa
Umezawa's Jitte	BOK	Betrayers of Kamigawa
Gods' Eye, Gate to the Reikai	BOK	Betrayers of Kamigawa
Tendo Ice Bridge	BOK	Betrayers of Kamigawa
Acolyte's Reward	BNG	Born of the Gods
Akroan Phalanx	BNG	Born of the Gods
Akroan Skyguard	BNG	Born of the Gods
Archetype of Courage	BNG	Born of the Gods
Brimaz, King of Oreskos	BNG	Born of the Gods
Dawn to Dusk	BNG	Born of the Gods
Eidolon of Countless Battles	BNG	Born of the Gods
Elite Skirmisher	BNG	Born of the Gods
Ephara's Radiance	BNG	Born of the Gods
Excoriate	BNG	Born of the Gods
Fated Retribution	BNG	Born of the Gods
Ghostblade Eidolon	BNG	Born of the Gods
Glimpse the Sun God	BNG	Born of the Gods
God-Favored General	BNG	Born of the Gods
Great Hart	BNG	Born of the Gods
Griffin Dreamfinder	BNG	Born of the Gods
Hero of Iroas	BNG	Born of the Gods
Hold at Bay	BNG	Born of the Gods
Loyal Pegasus	BNG	Born of the Gods
Mortal's Ardor	BNG	Born of the Gods
Nyxborn Shieldmate	BNG	Born of the Gods
Oreskos Sun Guide	BNG	Born of the Gods
Ornitharch	BNG	Born of the Gods
Plea for Guidance	BNG	Born of the Gods
Revoke Existence	BNG	Born of the Gods
Silent Sentinel	BNG	Born of the Gods
Spirit of the Labyrinth	BNG	Born of the Gods
Sunbond	BNG	Born of the Gods
Vanguard of Brimaz	BNG	Born of the Gods
Aerie Worshippers	BNG	Born of the Gods
Arbiter of the Ideal	BNG	Born of the Gods
Archetype of Imagination	BNG	Born of the Gods
Chorus of the Tides	BNG	Born of the Gods
Crypsis	BNG	Born of the Gods
Deepwater Hypnotist	BNG	Born of the Gods
Divination	BNG	Born of the Gods
Eternity Snare	BNG	Born of the Gods
Evanescent Intellect	BNG	Born of the Gods
Fated Infatuation	BNG	Born of the Gods
Flitterstep Eidolon	BNG	Born of the Gods
Floodtide Serpent	BNG	Born of the Gods
Kraken of the Straits	BNG	Born of the Gods
Meletis Astronomer	BNG	Born of the Gods
Mindreaver	BNG	Born of the Gods
Nullify	BNG	Born of the Gods
Nyxborn Triton	BNG	Born of the Gods
Oracle's Insight	BNG	Born of the Gods
Perplexing Chimera	BNG	Born of the Gods
Retraction Helix	BNG	Born of the Gods
Siren of the Fanged Coast	BNG	Born of the Gods
Sphinx's Disciple	BNG	Born of the Gods
Stratus Walk	BNG	Born of the Gods
Sudden Storm	BNG	Born of the Gods
Thassa's Rebuff	BNG	Born of the Gods
Tromokratis	BNG	Born of the Gods
Vortex Elemental	BNG	Born of the Gods
Whelming Wave	BNG	Born of the Gods
Archetype of Finality	BNG	Born of the Gods
Ashiok's Adept	BNG	Born of the Gods
Asphyxiate	BNG	Born of the Gods
Bile Blight	BNG	Born of the Gods
Black Oak of Odunos	BNG	Born of the Gods
Champion of Stray Souls	BNG	Born of the Gods
Claim of Erebos	BNG	Born of the Gods
Drown in Sorrow	BNG	Born of the Gods
Eater of Hope	BNG	Born of the Gods
Eye Gouge	BNG	Born of the Gods
Fate Unraveler	BNG	Born of the Gods
Fated Return	BNG	Born of the Gods
Felhide Brawler	BNG	Born of the Gods
Forlorn Pseudamma	BNG	Born of the Gods
Forsaken Drifters	BNG	Born of the Gods
Gild	BNG	Born of the Gods
Grisly Transformation	BNG	Born of the Gods
Herald of Torment	BNG	Born of the Gods
Marshmist Titan	BNG	Born of the Gods
Necrobite	BNG	Born of the Gods
Nyxborn Eidolon	BNG	Born of the Gods
Odunos River Trawler	BNG	Born of the Gods
Pain Seer	BNG	Born of the Gods
Sanguimancy	BNG	Born of the Gods
Servant of Tymaret	BNG	Born of the Gods
Shrike Harpy	BNG	Born of the Gods
Spiteful Returned	BNG	Born of the Gods
Warchanter of Mogis	BNG	Born of the Gods
Weight of the Underworld	BNG	Born of the Gods
Akroan Conscriptor	BNG	Born of the Gods
Archetype of Aggression	BNG	Born of the Gods
Bolt of Keranos	BNG	Born of the Gods
Cyclops of One-Eyed Pass	BNG	Born of the Gods
Epiphany Storm	BNG	Born of the Gods
Everflame Eidolon	BNG	Born of the Gods
Fall of the Hammer	BNG	Born of the Gods
Fated Conflagration	BNG	Born of the Gods
Fearsome Temper	BNG	Born of the Gods
Felhide Spiritbinder	BNG	Born of the Gods
Flame-Wreathed Phoenix	BNG	Born of the Gods
Forgestoker Dragon	BNG	Born of the Gods
Impetuous Sunchaser	BNG	Born of the Gods
Kragma Butcher	BNG	Born of the Gods
Lightning Volley	BNG	Born of the Gods
Nyxborn Rollicker	BNG	Born of the Gods
Oracle of Bones	BNG	Born of the Gods
Pharagax Giant	BNG	Born of the Gods
Pinnacle of Rage	BNG	Born of the Gods
Reckless Reveler	BNG	Born of the Gods
Rise to the Challenge	BNG	Born of the Gods
Satyr Firedancer	BNG	Born of the Gods
Satyr Nyx-Smith	BNG	Born of the Gods
Scouring Sands	BNG	Born of the Gods
Searing Blood	BNG	Born of the Gods
Stormcaller of Keranos	BNG	Born of the Gods
Thunder Brute	BNG	Born of the Gods
Thunderous Might	BNG	Born of the Gods
Whims of the Fates	BNG	Born of the Gods
Archetype of Endurance	BNG	Born of the Gods
Aspect of Hydra	BNG	Born of the Gods
Charging Badger	BNG	Born of the Gods
Courser of Kruphix	BNG	Born of the Gods
Culling Mark	BNG	Born of the Gods
Fated Intervention	BNG	Born of the Gods
Graverobber Spider	BNG	Born of the Gods
Hero of Leina Tower	BNG	Born of the Gods
Hunter's Prowess	BNG	Born of the Gods
Karametra's Favor	BNG	Born of the Gods
Mischief and Mayhem	BNG	Born of the Gods
Mortal's Resolve	BNG	Born of the Gods
Nessian Demolok	BNG	Born of the Gods
Nessian Wilds Ravager	BNG	Born of the Gods
Noble Quarry	BNG	Born of the Gods
Nyxborn Wolf	BNG	Born of the Gods
Peregrination	BNG	Born of the Gods
Pheres-Band Raiders	BNG	Born of the Gods
